COLUNA,COLUNA_2,COLUNA_3,COLUNA_4,COLUNA_5,COLUNA_6,COLUNA_7,COLUNA_8,COLUNA_9,COLUNA_10,COLUNA_11,COLUNA_12,COLUNA_13,COLUNA_14,COLUNA_15,COLUNA_16,CREDITO DISPONIVEL,DESPESAS EMPENHADAS,DESPESAS LIQUIDADAS,DESPESAS PAGAS,RESTOS A PAGAR NAO PROCESSADOS INSCRITOS,RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS,RESTOS A PAGAR NAO PROCESSADOS CANCELADOS,RESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR,RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,1558.79,,,0,1558.79
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,2035.16,,,1120.16,915
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,2309272.09,,,,4681.7,,4681.7,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,3397.05,,,2318.15,1078.9
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,26705.33,12209.47,12209.47,34439.47,,,17631.1,16808.37
160018,12. BATALHAO DE SUPRIMENTO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),43826.86,28973.14,,,59930,,,18694,41236
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),96852.72,,,,10216.18,,,8380.66,1835.52
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),88930.86,257449.14,17453.18,17453.18,88384.6,1872.21,375,30246.7,59635.11
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),5000,,,,5609.24,,,723.5,4885.74
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),112959,7281,,,16379.02,,,7317.12,9061.9
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),460159.19,276487.81,25380,25380,139043.29,114.88,114.88,117000,22043.29
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,44863.82,,,13381.31,31482.51
,,,,,,,,,,,,,E6SUSOLA6OP,A6OP - MNT DE ORGAO PROVEDOR SOLICITADO,Saldo - Moeda Origem (Item Informação),237.9,19762.1,,,,,,,
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,2900,2900,2900,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),2904,2096,2095.05,2095.05,,,,,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.26,120415.36,,,174071.45,,,30884.12,143187.33
160019,HOSPITAL DE GUARNICAO DE TABATINGA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,32362.6,,,0,32362.6
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),3.83,32890.96,,,60453.54,,,56950.53,3503.01
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),3.44,194804.56,11058.51,10724.71,68761.37,2155.2,,19414.46,51502.11
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,4000,,,0,4000
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,125490.6,,,85150.24,40340.36
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,10274.72,,,10274.72,
160020,HOSPITAL MILITAR DE AREA DE MANAUS,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),190471.36,34278.94,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,8463,,,0,8463
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),,,,,251777.06,,,183338.84,68438.22
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),472164,,,,168264.93,,,68566.3,99698.63
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,8925.56,,,3500.45,5425.11
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),108679.1,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,60200.5,,,35649.66,24550.84
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,36210,,,,,,,
160021,PARQUE REGIONAL DE MANUTENCAO/12,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),55200,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,441,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E5MMSUNCOMP,AQS SUP SV MNT VTR NAO BLD,Saldo - Moeda Origem (Item Informação),,,,,24325.06,,,19880.72,4444.34
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),168934.72,297337.28,,,142252.83,,,27038.57,115214.26
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,14462.16,,,0,14462.16
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),20222,,,,1000,,,600,400
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,39272.95,,,5540,33732.95
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,19468.48,,,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,5760.85,,,5760.85,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,80543,23.39,23.39,84349.22,,,6955.76,77393.46
160022,21 COMPANHIA DE ENGENHARIA CONSTRUCAO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),7490.31,35805.79,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),121037.35,136038.65,36044.9,,51829.63,,,108,51721.63
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,3247.52,,,0,3247.52
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),23099.03,48018.37,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,34525.61,,,0,34525.61
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,77957.41,,,75519.43,2437.98
160023,10ª COMPANHIA DE ENGENHARIA DE COMBATE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),75136.99,,,,17984.85,,,8535.6,9449.25
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),102038.98,124419.02,,,74390.78,,,18206.46,56184.32
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),3,2997,,,8398,,,2366.64,6031.36
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),25114.75,75120.83,,,2808.57,,,0,2808.57
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,29070.3,,,0,29070.3
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,1983,,,1983,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,71079.88,,,36724.98,34354.9
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,45639.88,3440.56,2336.23,53516.37,,,25414.49,28101.88
160024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),30998.54,686121.46,24562.1,,175530.49,,,58456.47,117074.02
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,5607.18,,,4930,677.18
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),1189.7,58615.3,,,,,,,
,,,,,,,,,,,,,E6SUPLJTRFR,TRFR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),22518.64,48041.36,12660,,31128.52,,,8040.8,23087.72
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,91238.94,,,18405.9,72833.04
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,32827,,,24422,8405
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,24561.18,,,6650.77,17910.41
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,157106.69,,,0,157106.69
160026,COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),123249,,,,6800,,,6800,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1046159.92,47934.08,,,511476.48,,,183053.58,328422.9
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,18795.64,,,4999.42,13796.22
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),94096.85,,,,13883,,,13883,
,,,,,,,,,,,,,E6SUPLJTRFR,TRFR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),28224,,,,6783.85,,,0,6783.85
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,146038.37,,,31480.04,114558.33
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,19510,,,0,19510
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,83804.47,,,33615.61,50188.86
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,102765.37,18903.75,15141.8,338275.86,,,323268.43,15007.43
160027,4º BATALHAO DE ENGENHARIA DE CONSTRUCAO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),299644.43,40207.48,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),493582,32450,,,145407.97,,,56449.49,88958.48
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),4000,,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),245395.98,,,,7906,,,3202,4704
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,97544.14,,,97544.14,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,121957.52,2391.24,2391.24,223526.05,,,185445.7,38080.35
160028,35º BATALHAO DE INFANTARIA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),39509.4,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),1116.33,21550,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),26714.18,501687.82,18898.54,16394.31,139300.06,,,35707.02,103593.04
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,5059.35,,,0,5059.35
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),26583.79,8287,,,6100.92,,,3142,2958.92
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,43767.62,,,4322.08,39445.54
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,223020.93,,,192755.76,30265.17
160030,1ª COMPANHIA DE INFANTARIA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),100,6900,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),146980.9,69793.1,6767.1,682.15,48442.78,,,4105,44337.78
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),3000,,,,795.3,,,0,795.3
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),20241.59,12479.41,,,281.7,,,0,281.7
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,21686.96,,,1477.3,20209.66
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,68168,,,32045.52,36122.48
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,58195.05,,,46429.42,11765.63
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,16346.8,,,74489.67,,,34383.43,40106.24
160033,19º BATALHAO DE CACADORES,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),26840,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),580.95,500053.05,,,165989.02,,,24371.17,141617.85
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,4089.3,,,718.8,3370.5
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),16810,,,,8758.74,,,2812.98,5945.76
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,14818.6,,,0,14818.6
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,139320.2,,,53641.63,85678.57
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,104033.09,,,74625.75,29407.34
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.31,221682.13,46201.3,44850.04,109758.09,,,68731.22,41026.87
160034,6º BATALHAO DE POLICIA DO EXERCITO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),49340.59,17618.01,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,13760,,,5200,8560
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),13654.81,501427.19,,,78107.99,,,35539.53,42568.46
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,6848.74,,,0,6848.74
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),64335.08,12182,,,4144.1,,,0,4144.1
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,23943.1,,,0,23943.1
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,6099.4,,,4051.09,2048.31
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,33128.25,,,33128.25,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,846568.55,,,488767.75,357800.8
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,28645.8,10115.47,10115.47,159767.99,,,130172.39,29595.6
160036,COMANDO DA 6ª REGIAO MILITAR,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),256011.02,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),,,,,55450.86,,,54419.96,1030.9
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),131763.25,452642.75,132454.64,131963.3,65667.17,,,13390.88,52276.29
,,,,,,,,,,,,,E6SUPLJA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA,Saldo - Moeda Origem (Item Informação),5282499.5,1381250.5,,,980275.06,,,882443.16,97831.9
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),237330.04,20000,,,2123.9,,,0,2123.9
,,,,,,,,,,,,,E6SUPLJA4QS,AQS QS EM OP PLJ COM RECURSOS DO COLOG,Saldo - Moeda Origem (Item Informação),,,,,19330.5,,,7143.08,12187.42
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),289710.21,45102.15,,,13958.93,,0.05,7247.25,6711.63
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,12045.37,,,607.5,11437.87
,,,,,,,,,,,,,E6SUSOLA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA SOL,Saldo - Moeda Origem (Item Informação),,,,,756850.45,,,420536.57,336313.88
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),35251.66,95300,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,15757.33,,,3909.84,11847.49
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,2900,2900,2900,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),3427.89,1572.11,1572.11,1572.11,,,,,
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),0,1098,730.08,661.08,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,794756.15,,,389132.16,405623.99
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,86353.02,,,189349.26,,,22392.85,166956.41
160038,6º DEPOSITO DE SUPRIMENTO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),181917.38,,,,,,,,
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),4000,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),0.39,239099.61,18326.67,,46094.19,,,13944.42,32149.77
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),7000,,,,2000.08,,,0,2000.08
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),162193.15,,,,3001.04,,,2552.08,448.96
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),110800.2,19999.8,,,61796,,,27296,34500
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,11150.55,,,0,11150.55
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,2771.45,1063.28,,,,,,
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,2900,2900,2900,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),0,5000,2165.96,2165.96,,,,,
